CODIGOENTIDAD,RUC_ENTIDAD,ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,FECHACONVOCATORIA,OBJETOCONTRACTUAL,PROCESO,CODIGOCONVOCATORIA,DESCRIPCION_PROCESO,NUMERO_ITEM,ITEMCONVOCA_DESCRIPCION,ITEMCONVOCA_UNIDADMEDIDA,SECTOR,TIPOENTIDADOEE,TIPOPROCESO,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,ESTADOITEMCONVOCA,ULTIMO,MONEDA,CAUSAL_EXOR_CONT_DIRECTA,MONTOREFERENCIAL,MONTOREFERENCIALSOLES,MONTOADJUDICADO,MONTOADJUDICADOSOLES,TIPOPROVEEDOR,RUCPROVEEDOR,PROVEEDOR,RUCDETALLEPROVEEDOR,DETALLEPROVEEDOR,URLFICHAPROCESO,RUBROS
200307,20480780877,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA 404 - SALUD UTCUBAMBA,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1/5/20,Bien,DIRECTA-PROC-1-2020-RSU-1,610799,ADQUISICION DE COMBUSTIBLE,1,ADQUISICION DE COMBUSTIBLE,Unidad,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,Contratado,ULTIMO,Soles,SituaciA3n emergencia,49313.11,49313.11,49313.11,49313.11,Persona Juridica,20487703983,ESTACION DE SERVICIOS PICORITO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610799,OTROS BIENES
178,20191511825,MUNICIPALIDAD DISTRITAL DE CAJACAY,ANCASH,BOLOGNESI,CAJACAY,1/5/20,Bien,DIRECTA-PROC-1-2020-MDC-1,610800,ADQUISICION DE CANASTAS FAMILIARES PARA LA MUNICIPALIDAD DISTRITAL DE CAJACAY PROVINCIA DE BOLOGNESI ANCASH EN EL MARCO DE EMERGENCIA SEGUN EL D.U. NAdeg 033-2020,1,ADQUISICION DE CANASTAS FAMILIARES PARA LA MUNICIPALIDAD DISTRITAL DE CAJACAY PROVINCIA DE BOLOGNESI ANCASH EN EL MARCO DE EMERGENCIA SEGUN EL D.U. NA? 033-2020,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,BOLOGNESI,CAJACAY,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20602884512,MM REPRESENTACIONES GENERALES S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610800,CANASTA DE VIVERES
1286,20162368614,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - CHICLAYO,LAMBAYEQUE,CHICLAYO,SANTA ROSA,3/5/20,Bien,DIRECTA-PROC-1-2020-MDSR/OEC-1,610804,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID 19, EN EL DISTRITO DE SANTA ROSA A? PROVINCIA DE CHICLAYO A? DEPARTAMENTO DE LAMBAYEQUE",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID 19, EN EL DISTRITO DE SANTA ROSA A? PROVINCIA DE CHICLAYO A? DEPARTAMENTO DE LAMBAYEQUE",Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,CHICLAYO,SANTA ROSA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,100000.0,100000.0,76645.54,76645.54,Persona Natural,10751082865,CARRILLO MIO ALEXIS RUDY ROMAN,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610804,CANASTA DE VIVERES
1754,20198823903,MUNICIPALIDAD DISTRITAL DE HUAYRAPATA,PUNO,MOHO,HUAYRAPATA,6/5/20,Bien,DIRECTA-PROC-1-2020-MDH/OEC-1,610807,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA SANITARIA POR EL COVID-19, PARA LA MUNICIPALIDAD DISTRITAL DE HUAYRAPATA - MOHO - PUNO",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA SANITARIA POR EL COVID-19, PARA LA MUNICIPALIDAD DISTRITAL DE HUAYRAPATA - MOHO - PUNO",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,MOHO,HUAYRAPATA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,99999.99,99999.99,99999.99,99999.99,Persona Juridica,20448165044,CONSORCIO FAHE SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610807,CANASTA DE VIVERES
279,20188754890,MUNICIPALIDAD PROVINCIAL DE SIHUAS,ANCASH,SIHUAS,SIHUAS,4/5/20,Bien,DIRECTA-PROC-1-2020-MPS/OEC-1,610815,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA SANITARIA COVID 19,1,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA SANITARIA COVID 19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,SIHUAS,SIHUAS,Contratado,ULTIMO,Soles,SituaciA3n emergencia,100000.0,100000.0,100000.0,100000.0,Persona Natural,10432704101,CORTEZ AGREDA FRANCISCO EDWARD,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610815,CANASTA DE VIVERES
740,20201596859,MUNICIPALIDAD DISTRITAL DE JOSE SABOGAL,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,4/5/20,Bien,DIRECTA-PROC-1-2020-MDJS/OEC-1,610816,CONTRATACIAN DIRECTA PARA LA ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA SITUACIAN DE EMERGENCIA POR EL COVID-19,1,CONTRATACIA?N DIRECTA PARA LA ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA SITUACIA?N DE EMERGENCIA POR EL COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Contratado,ULTIMO,Soles,SituaciA3n emergencia,193477.23,193477.23,193477.23,193477.23,Persona Juridica,20600026322,NEGOCIOS Y SERVICIOS SAMMY D&R  EIRL,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610816,CANASTA DE VIVERES
870,20199463129,MUNICIPALIDAD DISTRITAL DE PALCA - HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,PALCA,4/5/20,Bien,DIRECTA-PROC-1-2020-MDP/CS-1,610818,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR  EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID - 19 EN EL DISTRITO DE PALCA, PROVINCIA HUANCAVELICA, DEPARTAMENTO DE HUANCAVELICA",1,ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR POR CAUSAL DE SITUACIA?N DE EMERGENCIA EN EL DISTRITO DE PALCA A? PROVINCIA DE HUANCAVELICA A? DEPARTAMENTO DE HUANCAVELICA.,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,HUANCAVELICA,HUANCAVELICA,PALCA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,58114.0,58114.0,58114.0,58114.0,Persona Juridica,20600872711,MULTIMARCAS PALCA E.I.R.L,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610818,CANASTA DE VIVERES
200157,20512311122,DIRECCION DE SALUD IV L.E. - UNIDAD EJECUTORA HOSPITAL SAN JUAN DE LURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,7/5/20,Servicio,DIRECTA-PROC-3-2020-HSJL/MINSA-1,610821,SERVICIO DE VIGILANCIA Y SEGURIDAD DEL HOSPITAL SAN JUAN DE LURIGANCHO,1,SERVICIO DE VIGILANCIA Y SEGURIDAD DEL HOSPITAL SAN JUAN DE LURIGANCHO,Servicio,SALUD,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,869724.0,869724.0,869724.0,869724.0,Consorcio,368681,GRUPO SEGURIDAD ESTRATEGICA S.A.C A? SAGAZ S.A.C. SERVICIOS DE SEGURIDAD,20101192190,SAGAZ S.A.C. SERVICIOS DE SEGURIDAD,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610821,OTROS SERVICIOS
200157,20512311122,DIRECCION DE SALUD IV L.E. - UNIDAD EJECUTORA HOSPITAL SAN JUAN DE LURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,7/5/20,Servicio,DIRECTA-PROC-3-2020-HSJL/MINSA-1,610821,SERVICIO DE VIGILANCIA Y SEGURIDAD DEL HOSPITAL SAN JUAN DE LURIGANCHO,1,SERVICIO DE VIGILANCIA Y SEGURIDAD DEL HOSPITAL SAN JUAN DE LURIGANCHO,Servicio,SALUD,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,869724.0,869724.0,869724.0,869724.0,Consorcio,368681,GRUPO SEGURIDAD ESTRATEGICA S.A.C A? SAGAZ S.A.C. SERVICIOS DE SEGURIDAD,20602276890,GRUPO SEGURIDAD ESTRATEGICA S.A.C.,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610821,OTROS SERVICIOS
1719,20180559885,MUNICIPALIDAD DISTRITAL DE ORURILLO,PUNO,MELGAR,ORURILLO,4/5/20,Bien,DIRECTA-PROC-1-2020-MDO/OEC-1,610822,"ContrataciA3n De suministro de Bienes, adquisiciA3n de productos de primera necesidad de la Canasta BA!sica Familiar para la poblaciA3n vulnerable del distrito de Orurillo De La Provincia De Melgar A? Puno",1,"ContrataciA?n De Suministro De Bienes, AdquisiciA?n De Productos De Primera Necesidad De La Canasta BA?sica Familiar para la poblaciA?n vulnerable del distrito de Orurillo De La Provincia De Melgar A? Puno.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,MELGAR,ORURILLO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,164112.0,164112.0,164112.0,164112.0,Persona Juridica,20600032756,M&F TECNOLOGIA Y DESARROLLO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610822,CANASTA DE VIVERES
1872,20172344390,MUNICIPALIDAD DISTRITAL DE IPARIA,UCAYALI,CORONEL PORTILLO,IPARIA,6/5/20,Bien,DIRECTA-PROC-1-2020-MDI/CS-1,610827,"ADQUISICION DE PRODUCTOS PARA LA CANASTA BASICA FAMILIAR PARA LA POBLACION BENEFICIARIA EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID -19, ENMARCADOS EN EL MARCO DEL DECRETO DE URGENCIA NAdeg 033-2020.",1,ARROZ PARA LA CANASTA BASICA FAMILIAR,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,UCAYALI,CORONEL PORTILLO,IPARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,59600.0,59600.0,59600.0,59600.0,Persona Natural,10413129031,PISCO GARCIA MAYRA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610827,CANASTA DE VIVERES
1872,20172344390,MUNICIPALIDAD DISTRITAL DE IPARIA,UCAYALI,CORONEL PORTILLO,IPARIA,6/5/20,Bien,DIRECTA-PROC-1-2020-MDI/CS-1,610827,"ADQUISICION DE PRODUCTOS PARA LA CANASTA BASICA FAMILIAR PARA LA POBLACION BENEFICIARIA EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID -19, ENMARCADOS EN EL MARCO DEL DECRETO DE URGENCIA NAdeg 033-2020.",2,"ADQUISICION DE FIDEOS, LECHE, ACEITE Y CONSERVA DE PESCADO PARA LA CANASTA BASICA FAMILIAR",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,UCAYALI,CORONEL PORTILLO,IPARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,110975.0,110975.0,110975.0,110975.0,Persona Natural,10620353936,ZUMAETA AREVALO DAVID,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610827,CANASTA DE VIVERES
1611,20105266988,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,PIURA,MORROPON,CHULUCANAS,4/5/20,Bien,DIRECTA-PROC-1-2020-MPM/CH-1,610834,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN FAVOR DE LA POBLACIAN EN SITUACIAN DE VULNERABILIDAD DEL DISTRITO DE CHULUCANAS EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADA POR EL COVID-19,1,PRODUCTOS ALIMENTICIOS,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PIURA,MORROPON,CHULUCANAS,Contratado,ULTIMO,Soles,SituaciA3n emergencia,339996.5,339996.5,339996.5,339996.5,Persona Natural,10033618790,ZETA ALAMA LUIS ALBERTO,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610834,CANASTA DE VIVERES
1611,20105266988,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,PIURA,MORROPON,CHULUCANAS,4/5/20,Bien,DIRECTA-PROC-1-2020-MPM/CH-1,610834,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN FAVOR DE LA POBLACIAN EN SITUACIAN DE VULNERABILIDAD DEL DISTRITO DE CHULUCANAS EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADA POR EL COVID-19,2,PRODUCTOS ALIMENTICIOS,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PIURA,MORROPON,CHULUCANAS,Contratado,ULTIMO,Soles,SituaciA3n emergencia,166566.0,166566.0,165316.0,165316.0,Persona Juridica,20602571212,DISTRIBUCIONES IPIZARRO SOCIEDAD ANANIMA CERRADA - DISTRIBUCIONES IPIZARRO S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610834,CANASTA DE VIVERES
287,20200034997,MUNICIPALIDAD DISTRITAL DE SAN JUAN - SIHUAS,ANCASH,SIHUAS,SAN JUAN,5/5/20,Bien,DIRECTA-PROC-1-2020-MDSJ-1,610838,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN MARCO DE LA EMERGENCIA NACIONAL POR EL COVID -19,1,CONSERVAS DE BONITO EN ACEITE Y AGUA,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,SIHUAS,SAN JUAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,39480.04,39480.04,39480.04,39480.04,Persona Juridica,20604877548,CONSERVERA INKA FISH E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610838,CANASTA DE VIVERES
287,20200034997,MUNICIPALIDAD DISTRITAL DE SAN JUAN - SIHUAS,ANCASH,SIHUAS,SAN JUAN,5/5/20,Bien,DIRECTA-PROC-1-2020-MDSJ-1,610838,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN MARCO DE LA EMERGENCIA NACIONAL POR EL COVID -19,2,ARROZ EXTRA,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,SIHUAS,SAN JUAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,42000.0,42000.0,42000.0,42000.0,Persona Juridica,20602434690,CONSTRUCTORA Y SERVICIOS GENERALES Z & A  S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610838,CANASTA DE VIVERES
287,20200034997,MUNICIPALIDAD DISTRITAL DE SAN JUAN - SIHUAS,ANCASH,SIHUAS,SAN JUAN,5/5/20,Bien,DIRECTA-PROC-1-2020-MDSJ-1,610838,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN MARCO DE LA EMERGENCIA NACIONAL POR EL COVID -19,3,"AZUCAR RUBIA, ACEITE VEGETAL, SAL Y ARROZ",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,SIHUAS,SAN JUAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,118519.96,118519.96,118519.96,118519.96,Persona Juridica,20600471962,CONSTRUCTORA Y CONSULTORA EL TUMI E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610838,CANASTA DE VIVERES
1292,20163109647,MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO,LAMBAYEQUE,FERREAAFE,MANUEL ANTONIO MESONES MURO,5/5/20,Bien,DIRECTA-PROC-1-2020-MDMAMM/OEC-1,610851,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19, EN EL DISTRITO DE MANUEL ANTORIO MESONES MUROA? PROVINCIA DE FERREAAFEA? DEPARTAMENTO DE LA LAMBAYEQUEA?",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19, EN EL DISTRITO DE MANUEL ANTORIO MESONES MUROA? PROVINCIA DE FERREA?AFEA? DEPARTAMENTO DE LA LAMBAYEQUEA?",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,FERREAAFE,MANUEL ANTONIO MESONES MURO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20565514416,FIX CORPORATION E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610851,CANASTA DE VIVERES
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,1,BOTA DESCARTABLE ESTANDAR (PAR),Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,69036.0,69036.0,25536.0,25536.0,Persona Juridica,20504312403,NIPRO MEDICAL CORPORATION SUCURSAL DEL PERU,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,1,BOTA DESCARTABLE ESTANDAR (PAR),Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,69036.0,69036.0,43500.0,43500.0,Persona Juridica,20602907067,R & S PHARMA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,10,MANDIL ESTERIL DESCARTABLE TALLA M,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,2212150.0,2212150.0,1037850.0,1037850.0,Persona Juridica,20509882101,CORPORACION ALESSANDRA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,10,MANDIL ESTERIL DESCARTABLE TALLA M,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,2212150.0,2212150.0,740000.0,740000.0,Persona Juridica,20555589574,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,10,MANDIL ESTERIL DESCARTABLE TALLA M,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,2212150.0,2212150.0,434300.0,434300.0,Persona Juridica,20605305092,UV PHARMA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,11,MANDIL ESTERIL DESCARTABLE TALLA XL,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,854981.79,854981.79,464981.79,464981.79,Persona Juridica,20509882101,CORPORACION ALESSANDRA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,11,MANDIL ESTERIL DESCARTABLE TALLA XL,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,854981.79,854981.79,390000.0,390000.0,Persona Juridica,20555589574,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-3-2020-ESSALUD/CEABE-1,610856,ADQUISICIAN DE DISPOSITIVOS MADICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD - 21 ATEMS,12,MASCARILLA ASEPTICA DESCARTABLE,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,4304296.92,4304296.92,4304296.92,4304296.92,Persona Juridica,20523717759,R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610856,MATERIAL Y EQUIPO MEDICO
